country,location_id,observation_id,user_id,submission_time,age,gender,geography,financial_situation,education,employment_status,ethnicity,religion,edu_ch4_gender,edu_ch2_gender,edu_ch3_gender,edu_ch1_gender,edu_ch4_no_school_why,edu_ch2_no_school_why,edu_ch3_no_school_why,edu_ch1_no_school_why,edu_ch4_help,edu_ch2_help,edu_ch3_help,edu_ch1_help,edu_ch4_internet_access,edu_ch2_internet_access,edu_ch3_internet_access,edu_ch1_internet_access,edu_ch4_level,edu_ch2_level,edu_ch3_level,edu_ch1_level,edu_ch4_remote_method,edu_ch2_remote_method,edu_ch3_remote_method,edu_ch1_remote_method,edu_ch4_school_reopen,edu_ch2_school_reopen,edu_ch3_school_reopen,edu_ch1_school_reopen,edu_ch4_situation,edu_ch2_situation,edu_ch3_situation,edu_ch1_situation,edu_ch4_support,edu_ch2_support,edu_ch3_support,edu_ch1_support,edu_ch4_school_type,edu_ch2_school_type,edu_ch3_school_type,edu_ch1_school_type,edu_students,edu_ch4_age,edu_ch2_age,edu_ch3_age,edu_ch1_age,edu_ch1_support_1,edu_ch1_support_2,edu_ch1_support_0,edu_ch1_remote_method_1,edu_ch1_remote_method_2,edu_ch1_remote_method_3,edu_ch1_remote_method_4,edu_ch1_remote_method_5,edu_ch1_help_3,edu_ch1_help_1,edu_ch1_help_4,edu_ch1_help_5,edu_ch1_help_6,edu_ch1_help_2,edu_ch1_help_0,edu_ch1_help_99,edu_ch2_support_1,edu_ch2_support_2,edu_ch2_support_0,edu_ch2_remote_method_1,edu_ch2_remote_method_2,edu_ch2_remote_method_3,edu_ch2_remote_method_4,edu_ch2_remote_method_5,edu_ch2_help_3,edu_ch2_help_1,edu_ch2_help_4,edu_ch2_help_5,edu_ch2_help_6,edu_ch2_help_2,edu_ch2_help_0,edu_ch2_help_99,edu_ch3_support_1,edu_ch3_support_2,edu_ch3_support_0,edu_ch3_remote_method_1,edu_ch3_remote_method_2,edu_ch3_remote_method_3,edu_ch3_remote_method_4,edu_ch3_remote_method_5,edu_ch3_help_3,edu_ch3_help_1,edu_ch3_help_4,edu_ch3_help_5,edu_ch3_help_6,edu_ch3_help_2,edu_ch3_help_0,edu_ch3_help_99,edu_ch4_support_1,edu_ch4_support_2,edu_ch4_support_0,edu_ch4_remote_method_1,edu_ch4_remote_method_2,edu_ch4_remote_method_3,edu_ch4_remote_method_4,edu_ch4_remote_method_5,edu_ch4_help_3,edu_ch4_help_1,edu_ch4_help_4,edu_ch4_help_5,edu_ch4_help_6,edu_ch4_help_2,edu_ch4_help_0,edu_ch4_help_99
Afghanistan,160,edu_6473982873436160,edu_5760290485698560,2021-05-28 23:17:50.386 UTC,2,2,3,5,1,11,Hazara,Shia (Muslim),2,0,0,1,NA,NA,NA,NA,,,,,NA,NA,NA,NA,2,5,4,2,,,,,NA,NA,NA,NA,1,1,1,1,received remedial support organized by school,received remedial support organized by school,received remedial support organized by school,received remedial support organized by school,2,1,2,1,4,10,18,15,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_5735729534861312,edu_4873351110852608,2021-05-28 20:01:07.352 UTC,2,1,1,2,7,12,Pashtun,Sunni (Muslim),0,NA,2,1,NA,NA,NA,NA,,"father or step father^sister, stepsister, sister in law",father or step father,,NA,2,1,NA,2,3,3,2,,online (using smartphone),online (using computer/tablet),,NA,NA,NA,NA,1,2,2,1,received remedial support elsewhere,,,received remedial support elsewhere,1,1,1,1,NA,7,5,5,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_5082644894449664,edu_4965855694946304,2021-05-28 22:58:59.398 UTC,2,1,2,5,10,15,Hazara,Shia (Muslim),NA,2,NA,0,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,2,NA,2,,,,,NA,NA,NA,NA,NA,1,NA,1,,,,received remedial support organized by school,NA,2,NA,1,2,NA,19,NA,19,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_6457996904497152,edu_6720448921600000,2021-05-28 23:28:29.829 UTC,2,1,2,5,7,15,Pashtun,Muslim (Other),NA,NA,NA,1,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,received remedial support organized by school,NA,NA,NA,2,1,NA,NA,NA,9,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_4666101819768832,edu_5793221033852928,2021-05-28 22:49:40.108 UTC,2,1,1,2,99,11,Tajik,Sunni (Muslim),NA,NA,NA,1,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,received remedial support organized by school,NA,NA,NA,2,1,NA,NA,NA,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_5429604834869248,edu_6241353794322432,2021-05-28 21:49:55.449 UTC,2,1,2,5,8,17,Tajik,Shia (Muslim),NA,NA,NA,0,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,received remedial support organized by school,NA,NA,NA,2,1,NA,NA,NA,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_5037090508374016,edu_4641127920828416,2021-05-28 19:58:36.349 UTC,2,1,3,3,10,14,Uzbek,Sunni (Muslim),NA,NA,NA,0,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,received remedial support elsewhere,NA,NA,NA,1,1,NA,NA,NA,34,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_5529975670439936,edu_5812356061069312,2021-05-28 21:26:09.443 UTC,2,1,2,5,13,14,Tajik,Sunni (Muslim),NA,NA,NA,2,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,received remedial support organized by school,NA,NA,NA,1,1,NA,NA,NA,88,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_5257658100875264,edu_5873973872295936,2021-05-28 19:34:13.069 UTC,2,2,3,4,10,15,Tajik,Muslim (Other),NA,2,NA,1,NA,NA,NA,NA,,father or step father,,father or step father,NA,2,NA,1,NA,4,NA,2,,online (using smartphone),,classes on television^online (using computer/tablet),NA,NA,NA,NA,NA,2,NA,2,,,,,NA,1,NA,1,2,NA,8,NA,3,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_6720734952161280,edu_5947308808339456,2021-05-28 22:08:18.209 UTC,2,1,3,6,13,11,Arab,Sunni (Muslim),NA,2,NA,0,NA,NA,NA,NA,,,,"father or step father^sister, stepsister, sister in law",NA,NA,NA,NA,NA,1,NA,3,,,,classes on radio^classes on television,NA,NA,NA,NA,NA,1,NA,2,,received remedial support organized by school,,,NA,1,NA,1,2,NA,20,NA,20,NA,NA,NA,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_5050515183632384,edu_5570499532029952,2021-05-28 19:56:22.698 UTC,2,1,3,5,1,12,Tajik,Sunni (Muslim),NA,NA,NA,0,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,received remedial support organized by school,NA,NA,NA,2,1,NA,NA,NA,18,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_6665437785096192,edu_4763077546606592,2021-05-28 21:13:50.287 UTC,2,1,3,2,9,12,Pashtun,Sunni (Muslim),NA,1,1,1,NA,NA,NA,NA,,father or step father,"sister, stepsister, sister in law",father or step father,NA,2,2,NA,NA,3,3,3,,online (using smartphone),online (using smartphone),classes on television,NA,NA,NA,NA,NA,3,3,3,,received remedial support elsewhere,received remedial support elsewhere,received remedial support elsewhere,NA,1,1,1,3,NA,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_5365693439803392,edu_5667408724623360,2021-05-28 20:59:44.358 UTC,3,1,1,2,14,17,Pashtun,Sunni (Muslim),1,NA,1,0,NA,NA,NA,NA,,,,,NA,NA,NA,NA,2,2,2,1,,,,,NA,NA,NA,NA,1,1,1,1,received no remedial support,received no remedial support,received no remedial support,received no remedial support,1,2,1,2,NA,10,9,9,8,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_6684413118382080,edu_4773592035491840,2021-05-28 20:01:11.747 UTC,3,2,2,6,9,15,Arab,Jewish,NA,NA,NA,0,NA,NA,NA,NA,,,,father or step father,NA,NA,NA,1,NA,NA,NA,2,,,,online (using computer/tablet),NA,NA,NA,NA,NA,NA,NA,3,,,,received remedial support organized by school,NA,NA,NA,1,1,NA,NA,NA,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_6639225297698816,edu_4866932296908800,2021-05-28 22:14:21.767 UTC,2,1,2,5,13,15,Pashtun,Sunni (Muslim),NA,NA,NA,0,NA,NA,NA,NA,,,,mother or step mother,NA,NA,NA,1,NA,NA,NA,5,,,,online (using computer/tablet),NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,1,1,NA,NA,NA,23,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_5242775535878144,edu_5761902864236544,2021-05-28 19:53:02.024 UTC,3,1,2,5,10,17,Tajik,Sunni (Muslim),0,0,1,1,NA,NA,NA,NA,,mother or step mother,,mother or step mother,NA,1,NA,1,4,1,3,1,,online (using computer/tablet),,online (using computer/tablet),NA,NA,NA,NA,1,2,1,2,received remedial support organized by school,,received remedial support organized by school,,1,2,1,2,4,18,5,15,6,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_5971222088384512,edu_4643235185295360,2021-05-28 20:21:40.317 UTC,2,2,2,5,10,17,Uzbek,Sunni (Muslim),NA,NA,NA,0,NA,NA,NA,NA,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,,NA,NA,NA,NA,NA,NA,NA,1,,,,received remedial support organized by school,NA,NA,NA,1,1,NA,NA,NA,14,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_5912931379445760,edu_4570607315582976,2021-05-28 19:23:19.134 UTC,2,2,2,99,10,17,Pashtun,Sunni (Muslim),2,2,2,2,99,99,99,99,,,,,NA,NA,NA,NA,5,5,5,5,,,,,NA,NA,NA,NA,0,0,0,0,,,,,1,1,1,1,9,22,22,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_6311413160345600,edu_6003558535659520,2021-05-28 20:34:15.159 UTC,3,1,3,5,7,15,Hazara,Shia (Muslim),NA,NA,NA,1,NA,NA,NA,NA,,,,father or step father,NA,NA,NA,2,NA,NA,NA,3,,,,online (using smartphone),NA,NA,NA,NA,NA,NA,NA,2,,,,,NA,NA,NA,1,1,NA,NA,NA,27,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,160,edu_4639698206326784,edu_6096092222717952,2021-05-28 20:23:05.55 UTC,2,1,2,3,7,12,Tajik,Sunni (Muslim),NA,1,NA,1,NA,NA,NA,NA,,father or step father,,father or step father,NA,NA,NA,1,NA,3,NA,3,,paper materials sent home,,online (using computer/tablet)^online (using smartphone),NA,NA,NA,NA,NA,3,NA,2,,received remedial support organized by school,,,NA,2,NA,1,2,NA,6,NA,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
